-1.04	-0.105
-0.96	-0.0966442
-0.88	-0.0886023
-0.8	-0.0805509
-0.72	-0.0724938
-0.64	-0.0644571
-0.56	-0.0564131
-0.48	-0.0483648
-0.4	-0.0403321
-0.32	-0.0323063
-0.24	-0.0242529
-0.16	-0.0162616
-0.0800000000000005	-0.00827348
-4.44089209850063e-16	-0.000296235
0.0799999999999994	0.00766635
0.159999999999999	0.0156322
0.239999999999999	0.0236168
0.319999999999999	0.0316231
0.399999999999999	0.0396329
0.479999999999999	0.0476265
0.559999999999999	0.0556591
0.639999999999999	0.0636429
0.719999999999999	0.0716319
0.799999999999999	0.0796514
0.879999999999999	0.0876538
